User-ID,ISBN,Book-Rating
276725,034545104X,0
276729,052165615X,3
276733,2080674722,0
276744,038550120X,7
276746,055356451X,0
276747,1885408226,7
276762,034544003X,0
276762,3404182928,0
276762,3426690179,0
276762,3442425573,0
276762,3453092007,8
276762,3453176944,0
276762,3453185137,0
276762,3453877241,0
276762,3517017442,0
276772,3499230933,10
276774,3404147723,0
276774,3423111321,0
276774,3442136644,9
276774,3492232000,0
276786,842333533X,0
276786,8433914456,0
276786,8437606322,8
276786,8445072919,0
276786,847765011X,0
276786,8478442588,6
276788,043935806X,7
276788,055310666X,10
276798,3423084049,0
276798,3442131340,7
276798,3446202102,0
276798,3453073398,0
276798,3453115783,0
276798,3499134004,0
276798,349915398X,0
276798,3548603203,6
276798,3764501383,0
276798,3791535889,0
276800,1562827898,7
276813,8401328322,0
276813,8401471796,0
276813,8424130081,0
276813,8426449476,8
276813,8426449573,6
276813,8478885218,6
276813,8478886044,8
276813,8495618052,0
276822,038076041X,10
276822,1551925060,8
276822,1573248533,10
276828,2038701962,0
276828,2070264564,0
276828,2070334430,0
276828,2070403734,0
276828,2080680676,0
276828,2232122263,0
276828,2253044903,0
276828,2253150711,7
276828,2266076000,0
276828,2277221678,0
276828,2290321028,0
276828,2842190009,0
276835,3125785006,10
276838,1593080255,0
276847,3404145909,8
276847,3404148576,8
276847,3404921178,7
276847,3423071516,10
276847,3423204885,0
276847,3423205806,0
276847,344215121X,9
276847,3442413508,10
276847,3442422035,9
276847,3442435773,8
276847,3442437717,7
276847,3442441080,10
276847,3442442796,0
276847,3442444020,8
276847,3442446414,10
276847,3442448530,7
276847,3442449820,9
276847,3453137442,6
276847,3453870190,0
276847,3492231322,9
276847,349912176X,0
276847,3499222213,7
276847,3499232529,0
276847,3499233436,0
276847,3499264528,0
276847,3499433443,8
276847,3548602967,0
276847,3551551677,10
276847,3551551685,10
276847,3551551693,10
276847,3551551936,10
276847,359621078X,9
276847,3608932240,7
276847,360893541X,10
276847,3608935428,10
276847,3608935436,10
276847,374661922X,0
276847,3770131495,0
276847,3809024589,8
276847,3821815191,10
276848,3442440777,0
276848,3453042905,0
276848,3453061187,0
276848,3453071174,0
276848,3453127013,0
276848,3453211014,0
276848,3596122279,0
276848,3922524443,0
276852,055321358X,0
276853,8420457477,1
276853,8448034023,7
276856,2010173929,0
276856,2012003494,0
276856,2013218826,0
276856,2013220162,0
276856,207033015X,0
276856,2203142278,0
276856,2253005274,0
276859,014014899X,0
276859,077104450X,8
276859,1559712252,6
276859,1567616089,8
276859,2890510328,0
276859,3257227264,0
276861,342313075X,0
276861,3423201509,10
276861,3446200452,8
276861,349223903X,6
276861,3499231603,9
276861,360893541X,9
276861,3608935428,9
276861,3608935436,9
276861,3886807843,8
276862,1892213141,8
276866,3257218516,3
276866,3404126343,8
276866,3404131606,0
276866,3404139178,9
276866,3404143299,7
276866,3404614542,0
276866,340645724X,3
276866,3426192543,5
276866,3442421357,0
276866,3442443806,4
276866,345309221X,8
276866,3453108361,7
276866,3453126912,0
276866,3453130901,5
276866,3453132262,0
276866,3596237874,0
276866,3809410357,5
276869,044020562X,0
276872,042518109X,8
276872,8571648972,10
276875,8804407808,6
276875,8806155873,0
276875,8807806746,0
276875,8807810751,7
276875,8817106100,6
276875,8831760122,0
276875,8833908488,4
276875,8838910987,8
276888,8806162160,6
276888,884590184X,0
276904,1566911605,0
276911,8420430943,8
276911,8420636282,9
276911,8432205311,9
276912,000225669X,6
276912,1852422580,0
276915,042513976X,7
276925,002542730X,10
276925,063403541X,6
276925,067172939X,0
276925,1400001625,0
276925,1400002672,8
276925,1853262404,0
276925,2061007074,0
276925,2266095536,0
276925,2290309494,0
276925,2742739351,0
276925,3522149904,0
276925,3775713328,0
276925,8401009421,0
276925,8401327199,0
276925,8401462231,0
276925,8408011200,0
276925,8420432113,5
276925,8420789895,0
276925,8423325105,0
276925,8423970647,0
276925,8423976645,8
276925,8426109799,8
276925,8427007450,0
276925,8429714936,0
276925,8432227706,0
276925,8440627203,0
276925,8440696833,0
276925,8472453723,0
276925,8475071163,0
276925,8478809783,0
276925,8482180088,0
276925,8483221306,0
276925,8489163499,0
276925,8495501090,0
276925,8495501198,0
276925,950491036X,10
276925,9871138016,0
276927,1899344705,5
276928,059030271X,5
276929,2020386666,0
276929,2020564777,6
276929,2020591944,0
276929,2070365832,0
276929,2070378411,0
276929,2070386023,5
276929,2070394956,5
276929,2070404587,10
276929,2070404722,0
276929,2070406962,0
276929,2070408450,0
276929,2070425770,0
276929,2070725804,0
276929,2080680692,0
276929,2226070109,0
276929,2226126570,0
276929,2226135022,0
276929,2253030570,8
276929,2253050407,0
276929,2253055972,0
276929,2253171670,8
276929,2253172367,8
276929,2264010991,5
276929,2264018194,3
276929,2264024674,5
276929,2264027568,5
276929,2264029463,0
276929,2264033282,0
276929,2266047280,7
276929,2266102028,0
276929,2266102621,10
276929,2266104535,2
276929,2277302228,0
276929,2742729038,0
276929,2743602295,5
276929,2841469824,0
276929,2842611462,3
276929,2868696627,0
276929,2869304129,7
276929,2869304560,5
276929,2869304870,0
276929,2869305583,6
276929,2895400644,0
276929,2907572121,0
276936,3453150538,0
276936,3492224628,0
276936,3492224768,6
276936,3596122279,5
276939,059035342X,0
276939,2070414256,7
276939,2070419657,7
276939,2253063339,9
276939,2253137243,9
276939,2253144452,9
276939,2253152072,9
276939,2264027134,0
276939,226612269X,9
276939,2290318329,0
276939,2702401694,9
276939,2878580753,10
276939,8408040383,0
276939,8423310353,8
276939,844140321X,0
276949,349202436X,8
276950,8807813858,0
276954,3257008155,0
276954,329300301X,0
276954,3423118709,10
276954,3492238882,0
276954,3502513333,0
276954,3502517371,0
276954,3808572612,0
276964,1572971835,0
276975,3499221489,0
276994,3100970616,10
276994,3257228317,0
276994,3423128879,4
276994,3423202327,6
276994,3442054753,0
276994,3442727073,9
276994,3453132041,4
276994,3478387507,2
276994,3492045170,7
276994,3492230814,6
276994,3499101505,0
276994,3545202461,9
276994,3548359698,6
276994,3550075359,6
276998,3822858617,7
277031,1883473004,8
277042,067104754X,0
277042,074343627X,8
277048,3442435838,0
277048,3442455707,0
277051,3257228007,0
277051,3442430496,9
277051,3453171500,7
277051,3464371506,3
277056,3442451353,7
277072,1573229571,9
277079,3499263998,4
277085,1841193887,8
277087,8420600369,7
277087,8423918335,6
277087,8426105084,9
277087,843223138X,8
277087,8437608570,6
277087,8470394126,5
277087,8472230082,5
277107,006054094X,8
277107,081297106X,10
277107,1400032628,8
277107,1585861553,4
277116,3548208975,8
277134,1586609726,6
277139,055358068X,0
277143,031286504X,10
277155,1558744592,0
277157,034541389X,0
277157,039915177X,7
277157,055358295X,0
277165,8475251471,7
277168,067102423X,0
277168,1557730091,0
277168,1558172882,0
277171,080410946X,8
277187,006250794X,0
277187,038081093X,0
277187,038528859X,0
277187,080505622X,0
277187,1578630037,0
277187,1929590059,0
277187,345251547,0
277187,671781383,0
277189,074341232X,8
277195,006251170X,0
277195,015644450X,0
277195,031214816X,0
277195,031284879X,0
277195,037582233X,0
277195,042511774X,0
277195,051730984X,0
277195,055326611X,10
277195,080410946X,0
277195,088011861X,0
277195,1401300448,0
277195,1558743669,0
277195,1571740562,0
277195,1573220779,0
277195,1573221856,10
277195,1577311507,0
277195,158243011X,0
277195,1882897579,0
277196,812551788,0
277203,039480001X,9
277203,039480029X,8
277203,039480967X,8
277203,059046602X,8
277203,059053744X,0
277203,1561452718,9
277203,1562826468,9
277203,2764104936,9
277212,044023722X,8
277230,037541309X,7
277231,014023313X,0
277235,014029628X,6
277237,038550926X,7
277244,055347782X,8
277244,1585671312,8
277272,9722100718,0
277272,9722509713,0
277272,9726101794,4
277274,1887128441,8
277292,1551668726,8
277317,1561840564,9
277338,3746614007,0
277341,084230052X,9
277343,3257204817,8
277351,3518119249,0
277351,3716020028,5
277351,3717581546,7
277351,3803120624,6
277375,3548603203,0
277378,013838939X,0
277379,3453156366,6
277379,3499223066,0
277380,1558509828,5
277389,2253141860,4
277400,8880891766,0
277402,051511605X,6
277411,044023722X,0
277427,002542730X,10
277427,003008685X,8
277427,006092988X,0
277427,006440188X,0
277427,014029628X,0
277427,014039026X,8
277427,014100018X,0
277427,015200405X,0
277427,031298328X,0
277427,038081904X,9
277427,038082339X,0
277427,038548951X,0
277427,039304016X,8
277427,039447970X,0
277427,042507448X,0
277427,042514755X,0
277427,042518627X,0
277427,043936213X,0
277427,044011585X,0
277427,044922502X,0
277427,067086045X,0
277427,067091021X,0
277427,067101417X,0
277427,067172021X,8
277427,067940676X,0
277427,067941388X,0
277427,068971310X,0
277427,076790446X,0
277427,078762764X,0
277427,080284314X,0
277427,080410753X,0
277427,080411918X,0
277427,080501604X,0
277427,084993785X,0
277427,087605534X,8
277427,087784870X,10
277427,088138013X,0
277427,089104289X,0
277427,089879661X,5
277427,091031103X,0
277427,1400031354,0
277427,1400034779,0
277427,1400060265,10
277427,1551664968,0
277427,1551668157,0
277427,1556524412,0
277427,1557733090,0
277427,1558177736,0
277427,1559586893,10
277427,1559703865,0
277427,1562923668,10
277427,1563052377,0
277427,1564142019,0
277427,1564403963,9
277427,1565075722,10
277427,1565120310,0
277427,1567313000,0
277427,1568380593,10
277427,156865037X,7
277427,1570620768,0
277427,1570620970,0
277427,157224058X,0
277427,1572304510,10
277427,1576733343,10
277427,1576737160,0
277427,1576739597,7
277427,1581690606,7
